,COD_IBGE,POPULACAO_2019,qtd_obitos_ate_um_ano_2019,qtd_NASC_2019,qtd_nasc_7_mais_consultas_2019,qtd_nasc_baixo_peso_2019,qtd_OBITOS_2019,qtd_obitos_homicidio_2019,qtd_obitos_acidente_2019,qtd_obitos_suicidios_2019,qtd_obitos_agressoes_2019,qtd_obitos_maternos_2019,qtd_nasc_maes_10_14_2019,qtd_nasc_maes_15_17_2019,tx_mortalidade_infantil_2019,tx_nasc_7_mais_consultas_2019,tx_nasc_baixo_peso_2019,tx_obitos_2019,tx_obitos_homicidio_2019,tx_obitos_acidente_2019,tx_obitos_suicidio_2019,tx_obitos_agressoes_2019,tx_obitos_maternos_diretos_2019,tx_nasc_mae_10_14_2019,tx_nasc_mae_15_17_2019,PVA_AGR_2018,PVA_IND_2018,PVA_SERV_2018,PVA_ADM_2018,VAB_2018,IMP_PRDT_2018,PIB_2018,PIBPC_2018,ATV_VAB1_2018,ATV_VAB2_2018,ATV_VAB3_2018,vapc_2018,PESCADUNICO_TOT_07_2021,PESCADUNICO_PCD_07_2021,PESCADUNICO_SIT_EXT_POBREZA_07_2021,PESCADUNICO_SIT_POBREZA_07_2021,tx_PESCADUNICO_PCD_07_2021,tx_PESCADUNICO_SIT_EXT_POBREZA_07_2021,tx_PESCADUNICO_SIT_POBREZA_07_2021,qtd_INTERNACOES_2019,int_drsai_2019,tx_interdrsai_2019,int_sap_2019,tx_intersap_2019,MSAU01_2018,MSAU10_2018,MSAU101A_2018,MSAU101B_2018,MSAU102_2018,MSAU111_2018,MSAU112_2018,MSAU113_2018,MSAU114_2018,MSAU12_2018,MSAU13_2018,MSAU141_2018,MSAU142_2018,MSAU143_2018,MSAU15_2018,MSAU1511_2018,MSAU1512_2018,MSAU1513_2018,MSAU1514_2018,MSAU1515_2018,MSAU1516_2018,MSAU1517_2018,MSAU1518_2018,MSAU1519_2018,MSAU161_2018,MSAU162_2018,MSAU163_2018,MSAU164_2018,MSAU165_2018,MSAU166_2018,MSAU167_2018,MSAU168_2018,MSAU169_2018,MSAU1610_2018,MSAU1611_2018,MSAU1612_2018,MSAU1613_2018,MSAU17_2018,MSAU18_2018,MSAU181_2018,MSAU19_2018,MSAU191_2018,MSAU20_2018,MSAU201_2018,MSAU21_2018,MSAU22_2018,MSAU2211_2018,MSAU2212_2018,MSAU2213_2018,MSAU2214_2018,MSAU2215_2018,MSAU2216_2018,MSAU2217_2018,MSAU23_2018,MSAU24_2018,MSAU25_2018,MSAU26_2018,MSAU271_2018,MSAU2711_2018,MSAU272_2018,MSAU2721_2018,MSAU273_2018,MSAU274_2018,MSAU2741_2018,MSAU275_2018,MSAU2751_2018,MSAU276_2018,MSAU2761_2018,MSAU277_2018,MSAU2771_2018,MSAU28_2018,MSAU281_2018,MSAU29_2018,MSAU2911_2018,MSAU2912_2018,MSAU2913_2018,MSAU2914_2018,MSAU2915_2018,MSAU30_2018,MSAU3011_2018,MSAU3012_2018,MSAU31_2018,MSAU3111_2018,MSAU3112_2018,MSAU3113_2018,MSAU3114_2018,MSAU3115_2018,MSAU3116_2018,MSAU321_2018,MSAU322_2018,MSAU323_2018,MSAU324_2018,MSAU325_2018,MSAU326_2018,MSAU33_2018,MSAU34_2018,MSAU35_2018,MSAU36_2018,MSAU37_2018,MSAU381_2018,MSAU382_2018,MSAU383_2018,MSAU384_2018,MSAU385_2018,MSAU386_2018,MSAU387_2018,MSAU388_2018,MSAU39_2018,MSAU3911_2018,MSAU3912_2018,MSAU3913_2018,MSAU3914_2018,MSAU3915_2018,MSAU3916_2018,MSAU3917_2018,MSAU3918_2018,MSAU3919_2018,MSAU40_2018,MSAU411_2018,MSAU412_2018,MSAU413_2018,MSAU414_2018,MSAU415_2018,MSAU416_2018,MSAU42_2018,MSAU43_2018,MSAU44_2018,MSAU456_2018,MSAU451_2018,MSAU452_2018,MSAU453_2018,MSAU454_2018,MSAU455_2018,MSAU46_2018,MSAU47_2018,MSAU48_2018,MSAU49_2018,MSAU491_2018,MSAU4911_2018,MSAU50_2018,MSAU501_2018,MSAU51_2018,MSAU51111_2018,MSAU51112_2018,MSAU51121_2018,MSAU51122_2018,MSAU51131_2018,MSAU51132_2018,MSAU521_2018,MSAU5211_2018,MSAU522_2018,MSAU5221_2018,MSAU53_2018,MSAU541_2018,MSAU542_2018,MSAU543_2018,MSAU544_2018,mun_MUNNOME,mun_MUNNOMEX,mun_AMAZONIA,mun_FRONTEIRA,mun_CAPITAL,mun_UFCOD,mun_MSAUDCOD,mun_RSAUDCOD,mun_CSAUDCOD,mun_ANOEXT,mun_SUCESSOR,mun_LATITUDE,mun_LONGITUDE,mun_ALTITUDE,mun_AREA,mun_codigo_adotado,uf_SIGLA_UF,uf_CODIGO,uf_DESCRICAO,mun_coordenadas
4483,352200,3835,0.0,35.0,30.0,3.0,33,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,85.71428571428571,8.571428571428571,0.8604954367666232,0.0,52.15123859191656,0.0,0.0,0.0,0.0,8.571428571428571,24963685.0,10584048.0,26907.6,19567767.0,82023.1,5300491.0,87323591.0,23089.26,Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",21687758.0,968,76,272,135,7.851239669421488,28.09917355371901,13.946280991735538,,,,,,Secretaria exclusiva,Sim,1755,2013,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,12,16,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,2015,Sim,14,Sim,2017,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,-,Sim,1.0,2.0,1.0,7.0,1.0,Sim,1.0,1.0,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,-,Sim,-,-,-,-,-,Sim,Sim,Sim,Em setor específico na Unidade Básica de Saúde,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,-,-,Não,-,Não,-,-,-,-,-,-,Não,-,Não,-,Sim,Sim,Sim,Sim,-,Itaju,ITAJU,N,N,N,35,3590,3510,35900,,,-21.981,-48.805,498.0,228777.0,352200,SP,35,SAO PAULO,"-21.981,-48.805"
4484,352210,101816,23.0,1340.0,1081.0,123.0,947,21.0,22.0,14.0,20.0,1.0,12.0,80.0,17.16417910447761,80.67164179104478,9.17910447761194,0.9301092166260704,0.0206254419737565,21.6076058772688,13.750294649171057,19.643278070244364,74.6268656716418,0.8955223880597015,5.970149253731343,38645187.0,138402631.0,1148190123.0,459240995.0,1784478936.0,101151992.0,1885630928.0,18763.24,Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas,17756716.0,47910,3286,32233,2671,6.858693383427259,67.27823001461073,5.575036526821123,10348.0,9.0,0.0869733281793583,169.0,1.6331658291457287,Secretaria exclusiva,Sim,1754,1991,Paritário,Sim,Sim,Sim,Sim,15,20,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,2015,Sim,13,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,24.0,49.0,26.0,153.0,26.0,Sim,5.0,13.0,Não,-,-,-,-,-,-,Não,Sim,Não,Não,Não,-,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,-,Não,Não,Sim,Não,Não,Não,-,Não,Sim,Setor específico do órgão gestor municipal da saúde,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,-,-,Sim,1,Sim,0,2,0,1,0,1,Sim,1,Não,-,Sim,Sim,Sim,Sim,-,Itanhaém,ITANHAEM,N,N,N,35,3590,3519,35900,,,-24.183,-46.789,5.0,599017.0,352210,SP,35,SAO PAULO,"-24.183,-46.789"
4485,352230,163901,21.0,2100.0,1889.0,166.0,1061,11.0,23.0,12.0,14.0,0.0,10.0,98.0,10.0,89.95238095238095,7.904761904761905,0.6473419930323793,0.0067113684480265,14.032861300419157,7.321492852392604,8.541741661124703,0.0,0.4761904761904762,4.666666666666667,245550093.0,1046454942.0,2374990132.0,587587693.0,4254582861.0,499565.59,4754148451.0,29304.81,Demais serviços,Indústrias de transformação,Comércio e reparação de veículos automotores e motocicletas,26225462.0,43124,3907,12002,9517,9.05992023003432,27.831370002782677,22.06891754011687,8249.0,10.0,0.1212268153715602,327.0,3.9641168626500174,Secretaria exclusiva,Sim,3141,1991,Paritário,Não,Sim,Não,Não,12,48,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,2017,Sim,6,Sim,2017,Não,Não,-,-,-,-,-,-,-,Não,Sim,Sim,Sim,Sim,1,Não,-,Sim,Não,-,Não,-,Não,-,Não,-,Sim,-,Sim,16.0,55.0,20.0,99.0,17.0,Sim,14.0,14.0,Não,-,-,-,-,-,-,Não,Não,Sim,Não,Sim,-,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,Não,Sim,Não,Não,Sim,-,Não,Não,Outro,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,1,Sim,1,Sim,1,1,0,0,1,1,Sim,1,Não,-,Não,Sim,Sim,Sim,-,Itapetininga,ITAPETININGA,N,N,N,35,3590,3523,35900,,,-23.592,-48.053,656.0,1792079.0,352230,SP,35,SAO PAULO,"-23.592,-48.053"
4486,352240,94354,21.0,1463.0,1357.0,142.0,687,0.0,22.0,3.0,1.0,0.0,8.0,76.0,14.354066985645934,92.7546138072454,9.706083390293916,0.7281090361828857,0.0,23.31644657354219,3.1795154418466622,1.059838480615554,0.0,0.5468215994531784,5.194805194805195,538045249.0,258045506.0,1176436464.0,376547252.0,2349074471.0,172899938.0,2521974.41,26860.38,Demais serviços,"Agricultura, inclusive apoio à agricultura e a pós colheita","Administração, defesa, educação e saúde públicas e seguridade social",25018899.0,26212,1686,9099,5261,6.4321684724553645,34.7131084999237,20.07095986571036,8393.0,30.0,0.3574407244132015,868.0,10.341951626355296,Secretaria exclusiva,Sim,509,1991,Paritário,Sim,Sim,Sim,Sim,12,46,Não,Sim,-,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2017,Sim,24,Sim,2014,Não,Não,-,-,-,-,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,-,Sim,11.0,22.0,11.0,55.0,11.0,Sim,8.0,15.0,Não,-,-,-,-,-,-,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Sim,Não,Não,Não,Não,-,Não,Não,Na equipe de Saúde da Família responsável pelo paciente,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,-,-,Sim,4,Sim,1,0,0,0,0,0,Não,-,Não,-,Sim,Sim,Sim,Sim,-,Itapeva,ITAPEVA,N,N,N,35,3590,3523,35900,,,-23.982,-48.876,684.0,1826754.0,352240,SP,35,SAO PAULO,"-23.982,-48.876"
4487,352260,74773,6.0,821.0,682.0,81.0,629,4.0,13.0,6.0,4.0,1.0,3.0,26.0,7.308160779537149,83.06942752740561,9.866017052375152,0.8412127372179797,0.0053495245610046,17.38595482326508,8.024286841506962,5.349524561004641,121.80267965895248,0.3654080389768575,3.1668696711327646,53932139.0,1517714582.0,1557094.82,306410935.0,3435152477.0,470399711.0,3905552187.0,52565.34,Indústrias de transformação,Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",46234168.0,12400,1260,4861,1535,10.161290322580644,39.20161290322581,12.379032258064516,10350.0,34.0,0.3285024154589371,509.0,4.917874396135265,Secretaria exclusiva,Sim,2270,1991,Paritário,Não,Sim,Não,Não,14,23,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,2017,Sim,12,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Não,-,Sim,1,Não,Não,-,Não,-,Não,-,Sim,2,Sim,-,Sim,15.0,36.0,15.0,70.0,15.0,Sim,6.0,5.0,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,-,Sim,-,-,-,-,-,Sim,Não,Não,Na equipe de Saúde da Família responsável pelo paciente,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,Sim,1,Sim,1,0,1,0,0,0,Não,-,Não,-,Não,Sim,Sim,Sim,-,Itapira,ITAPIRA,N,N,N,35,3590,3520,35900,,,-22.436,-46.822,643.0,517504.0,352260,SP,35,SAO PAULO,"-22.436,-46.822"
4488,352270,43120,6.0,467.0,393.0,46.0,402,3.0,13.0,7.0,3.0,0.0,2.0,18.0,12.84796573875803,84.1541755888651,9.850107066381156,0.9322820037105752,0.0069573283858998,30.148423005565864,16.233766233766232,6.957328385899815,0.0,0.4282655246252677,3.854389721627409,172832019.0,233954692.0,628004.53,162621772.0,1197413013.0,111339477.0,1308752.49,30504.92,Demais serviços,Indústrias de transformação,"Agricultura, inclusive apoio à agricultura e a pós colheita",27909774.0,4280,595,1151,768,13.901869158878505,26.89252336448598,17.94392523364486,3382.0,63.0,1.8628030751034887,311.0,9.195742164399762,Secretaria exclusiva,Sim,1471,1991,Paritário,Não,Não,Não,Sim,21,18,-,-,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,2017,Sim,12,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,-,Sim,1.0,1.0,1.0,5.0,1.0,Não,,,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,-,Sim,-,-,-,-,-,Sim,Sim,Não,Setor específico do órgão gestor municipal da saúde,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,-,-,Não,-,Sim,1,0,1,0,0,0,Não,-,Não,-,Sim,Sim,Sim,Sim,-,Itápolis,ITAPOLIS,N,N,N,35,3590,3507,35900,,,-21.596,-48.813,481.0,997126.0,352270,SP,35,SAO PAULO,"-21.596,-48.813"
4489,352290,13992,4.0,193.0,169.0,23.0,109,1.0,4.0,0.0,2.0,0.0,1.0,13.0,20.72538860103627,87.56476683937824,11.917098445595856,0.7790165809033733,0.0071469411092052,28.58776443682104,0.0,14.29388221841052,0.0,0.5181347150259068,6.735751295336788,16578479.0,203933026.0,283486.81,56154012.0,560152328.0,105259703.0,665412031.0,48103.23,Indústrias de transformação,Demais serviços,Comércio e reparação de veículos automotores e motocicletas,40493915.0,3471,229,1454,442,6.597522327859407,41.88994526073178,12.734082397003746,209.0,7.0,3.349282296650718,45.0,21.5311004784689,Secretaria em conjunto com outras políticas setoriais,Sim,1753,1994,Tem maior representação da sociedade civil,Não,Sim,Não,Não,12,24,Não,Sim,-,Não,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,1994,Sim,12,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,3.0,5.0,3.0,20.0,12.0,Sim,3.0,3.0,Não,-,-,-,-,-,-,Não,Não,Sim,Não,Não,-,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,-,-,-,-,-,Sim,Não,Não,Na equipe de Saúde da Família responsável pelo paciente,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,Sim,1,Não,-,-,-,-,-,-,Não,-,Não,-,Não,Sim,Sim,Sim,-,Itapuí,ITAPUI,N,N,N,35,3590,3510,35900,,,-22.233,-48.719,456.0,139666.0,352290,SP,35,SAO PAULO,"-22.233,-48.719"
4490,352310,370821,69.0,5867.0,3422.0,599.0,1875,30.0,27.0,4.0,33.0,2.0,25.0,300.0,11.760695415033236,58.32623146412136,10.209647179137548,0.5056347941459627,0.0080901567063354,7.281141035701862,1.0786875608447202,8.899172376968941,34.088972217487644,0.4261121527185955,5.113345832623146,9028713.0,1642942117.0,3421610341.0,1205895661.0,6279476832.0,933082835.0,7212559667.0,19678.54,Demais serviços,Indústrias de transformação,"Administração, defesa, educação e saúde públicas e seguridade social",17132746.0,114119,7939,42784,22625,6.956773192895136,37.49068954337139,19.82579587973957,14488.0,24.0,0.1656543346217559,792.0,5.466593042517945,Secretaria exclusiva,Sim,2518,2007,Paritário,Não,Sim,Não,Não,19,40,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,2015,Sim,12,Sim,2017,Não,Não,-,-,-,-,-,-,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,-,Sim,20.0,24.0,20.0,124.0,19.0,Sim,9.0,9.0,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,-,Sim,Não,Sim,Não,Não,Não,-,Não,Sim,Setor específico do órgão gestor municipal da saúde,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,-,-,Não,-,Sim,0,1,0,1,0,0,Não,-,Não,-,Sim,Sim,Sim,Sim,-,Itaquaquecetuba,ITAQUAQUECETUBA,N,N,N,35,3590,3503,35900,,,-23.486,-46.348,790.0,81777.0,352310,SP,35,SAO PAULO,"-23.486,-46.348"
4491,352330,17436,2.0,159.0,138.0,18.0,96,1.0,4.0,0.0,1.0,0.0,2.0,16.0,12.57861635220126,86.79245283018868,11.320754716981131,0.5505849965588437,0.0057352603808212,22.94104152328516,0.0,5.735260380821289,0.0,1.257861635220126,10.062893081761008,100692011.0,12012945.0,91395058.0,62130647.0,266230.66,9943501.0,276174161.0,15990.63,"Agricultura, inclusive apoio à agricultura e a pós colheita",Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",15414895.0,6028,470,2853,940,7.796947577969476,47.32913072329131,15.593895155938952,,,,,,"Setor subordinado diretamente
à chefia do Executivo",Sim,1485,2005,Paritário,Não,Sim,Sim,Não,13,32,-,-,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2015,Sim,12,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,-,Sim,5.0,7.0,6.0,31.0,5.0,Sim,4.0,7.0,Não,-,-,-,-,-,-,Não,Sim,Não,Não,Não,-,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,-,Sim,Não,Não,Sim,Não,Não,-,Sim,Sim,Na equipe de Saúde da Família responsável pelo paciente,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,-,-,Não,-,Não,-,-,-,-,-,-,Não,-,Não,-,Sim,Sim,Sim,Sim,-,Itariri,ITARIRI,N,N,N,35,3590,3517,35900,,,-24.289,-47.174,55.0,272777.0,352330,SP,35,SAO PAULO,"-24.289,-47.174"
4492,352350,20697,2.0,264.0,233.0,32.0,124,0.0,3.0,2.0,0.0,0.0,3.0,23.0,7.575757575757576,88.25757575757575,12.12121212121212,0.5991206455041793,0.0,14.494854326714018,9.663236217809343,0.0,0.0,1.1363636363636365,8.712121212121213,77986151.0,78420014.0,144873824.0,80202751.0,381482739.0,28910268.0,410393007.0,20051.45,Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Indústrias de transformação,18638918.0,6374,302,2971,567,4.737998117351742,46.61123313460935,8.895513021650455,371.0,3.0,0.8086253369272237,44.0,11.859838274932615,"Setor subordinado diretamente
à chefia do Executivo",Sim,702,1991,Tem maior representação governamental,Não,Sim,Não,Não,8,12,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,2017,Sim,24,Sim,2017,Não,Não,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Sim,1,Não,-,Não,Não,-,Não,-,Não,-,Não,-,Sim,2,Não,,,,,,,,,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,-,Sim,-,-,-,-,-,Sim,Sim,Não,Outro,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,Não,-,Não,-,-,-,-,-,-,Não,-,Não,-,Não,Sim,Sim,Não,-,Itatinga,ITATINGA,N,N,N,35,3590,3511,35900,,,-23.102,-48.616,845.0,979872.0,352350,SP,35,SAO PAULO,"-23.102,-48.616"
4493,352360,18157,5.0,161.0,120.0,19.0,127,2.0,7.0,0.0,2.0,0.0,1.0,12.0,31.055900621118013,74.53416149068323,11.801242236024844,0.6994547557415872,0.0110150355234895,38.55262433221347,0.0,11.015035523489564,0.0,0.6211180124223602,7.453416149068323,47602309.0,36321857.0,184367166.0,83113906.0,351405238.0,59781527.0,411186765.0,22943.13,Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social",Comércio e reparação de veículos automotores e motocicletas,19607479.0,3388,239,2150,274,7.0543093270366,63.45926800472255,8.087367178276269,200.0,5.0,2.5,59.0,29.5,Secretaria exclusiva,Sim,1982,2003,Tem maior representação da sociedade civil,Sim,Sim,Sim,Sim,6,19,-,-,Sim,Não,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Sim,2010,Sim,24,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,Sim,2.0,4.0,2.0,11.0,3.0,Sim,1.0,1.0,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,-,Sim,-,-,-,-,-,Sim,Não,Não,Setor específico do órgão gestor municipal da saúde,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,Não,-,Não,-,-,-,-,-,-,Não,-,Não,-,Não,Sim,Sim,Sim,-,Itirapina,ITIRAPINA,N,N,N,35,3590,3515,35900,,,-22.253,-47.823,770.0,564261.0,352360,SP,35,SAO PAULO,"-22.253,-47.823"
4494,352380,7841,0.0,85.0,80.0,2.0,59,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,94.11764705882352,2.3529411764705883,0.7524550439994898,0.0,25.506950644050505,12.753475322025253,0.0,0.0,0.0,3.5294117647058822,22518091.0,9820103.0,58015.61,26917904.0,117271709.0,7534.96,124806669.0,15939.55,Demais serviços,"Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita",14977.23,2271,162,631,408,7.133421400264201,27.7851166886834,17.96565389696169,,,,,,Secretaria exclusiva,Sim,1046,1993,Paritário,Sim,Sim,Sim,Sim,12,32,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,2017,Sim,12,Sim,2017,Não,Não,-,-,-,-,-,-,-,Não,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,15,Não,,,,,,,,,Sim,1,1,2,15,2,3,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,-,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,-,Sim,-,-,-,-,-,Sim,Sim,Sim,Setor específico do órgão gestor municipal da saúde,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,-,-,Não,-,Não,-,-,-,-,-,-,Não,-,Não,-,Sim,Sim,Sim,Sim,-,Itobi,ITOBI,N,N,N,35,3590,3520,35900,,,-21.737,-46.975,658.0,138610.0,352380,SP,35,SAO PAULO,"-21.737,-46.975"
4495,352400,61252,17.0,869.0,753.0,88.0,278,6.0,4.0,7.0,6.0,0.0,1.0,33.0,19.56271576524741,86.65132336018412,10.126582278481012,0.4538627310128649,0.009795598511069,6.530399007379351,11.428198262913863,9.795598511069027,0.0,0.1150747986191024,3.79746835443038,27841545.0,2471217165.0,2521971737.0,301663394.0,5322693842.0,1367492629.0,6690186471.0,112159.24,Indústrias de transformação,Demais serviços,Comércio e reparação de veículos automotores e motocicletas,89233.58,9928,511,3777,2075,5.147058823529411,38.04391619661563,20.90048348106366,1112.0,13.0,1.169064748201439,184.0,16.546762589928058,Secretaria exclusiva,Sim,643,1991,Paritário,Não,Sim,Não,Sim,13,40,Não,Sim,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,2017,Sim,12,Sim,2018,Não,Não,-,-,-,-,-,-,-,Não,Não,Sim,Sim,Sim,1,Não,-,Não,Não,-,Não,-,Não,-,Não,-,Sim,-,Sim,7.0,7.0,7.0,36.0,7.0,Sim,2.0,2.0,Não,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,-,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,-,Sim,-,-,-,-,-,Sim,Não,Não,Setor específico do órgão gestor municipal da saúde,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,Não,-,Sim,1,0,1,0,0,0,Não,-,Não,-,Não,Sim,Sim,Sim,-,Itupeva,ITUPEVA,N,N,N,35,3590,3512,35900,,,-23.153,-47.058,675.0,200516.0,352400,SP,35,SAO PAULO,"-23.153,-47.058"
